Organization Name,Organization Name URL,Industries,Headquarters Location,Description,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount Currency (in USD),Last Funding Type,CB Rank (Company),Number of Funding Rounds,LinkedIn,Website,Founders
Attic Labs,https://www.crunchbase.com/organization/attic-labs,"Collaboration, Data Storage, Open Source, Software","San Francisco, California, United States","Attic Labs is working on a new approach to data storage, synchronization, and collaboration.",8100000,USD,8100000,Series A,"29,688",1,https://www.linkedin.com/company/attic-labs-inc./,http://attic.io,"Aaron Boodman, Rafael Weinstein"
gate5,https://www.crunchbase.com/organization/gate5,"Location Based Services, Mobile Devices, Software","Berlin, Berlin, Germany",Gate5 offers mapping and location based services for mobile devices.,6500000,EUR,8091249,Series A,"156,725",2,,http://www.gate5.net,Christophe Maire
Gradle,https://www.crunchbase.com/organization/gradle,"Developer Tools, Enterprise Software, Information Technology, Open Source, SaaS, Software","San Francisco, California, United States","Gradle is the company behind both the popular open source Gradle Build Tool and our commercial product, Gradle Enterprise.",5800000,GBP,8032428,Seed,"11,089",2,https://www.linkedin.com/company/2058040/,https://gradle.com/,"Adam Murdoch, Hans Dockter"
Resilia,https://www.crunchbase.com/organization/exemptmenow,Software,"New Orleans, Louisiana, United States",Resilia provides existing organizations with on-demand tools that optimize operations and increase effectiveness.,8000000,USD,8000000,Series A,330,4,https://www.linkedin.com/company/resiliaco/,http://resilia.com,Sevetri M Wilson
Jumbo Privacy,https://www.crunchbase.com/organization/jumbo-privacy,"Mobile Apps, Privacy, Security, Software","Paris, Ile-de-France, France",Jumbo Privacy is a B2C privacy and security app that protects users on iOS and Android.,8000000,USD,8000000,Series A,747,2,https://www.linkedin.com/company/jumbo-privacy/,https://www.jumboprivacy.com/,Pierre Valade
Scape Technologies,https://www.crunchbase.com/organization/scape-technologies,"Augmented Reality, Computer Vision, Software","London, England, United Kingdom","Scape is a computer vision startup, building the localization engine for city-scale augmented reality.",8000000,USD,8000000,Seed,"3,140",2,https://www.linkedin.com/company/scape-technologies-ltd/,http://Scape.io,"Edward Miller, Huub Heijnen"
npm,https://www.crunchbase.com/organization/npm,"Open Source, Packaging Services, Publishing, Software","Oakland, California, United States",npm is the package manager for the JavaScript programming language.,8000000,USD,8000000,Series A,"4,670",2,https://www.linkedin.com/company/3585636/,https://www.npmjs.com/,"Isaac Schlueter, Laurie Voss, Rod Boothby"
Chattermill,https://www.crunchbase.com/organization/chattermill,"Analytics, Artificial Intelligence, Machine Learning, Natural Language Processing, Software","London, England, United Kingdom",Chattermill applies cutting edge deep learning to help organizations make sense of their customer experience.,8000000,USD,8000000,Series A,"5,197",4,https://www.linkedin.com/company/chattermill,https://chattermill.com/,"Dmitry Isupov, Mikhail Dubov"
TetraScience,https://www.crunchbase.com/organization/tetrascience-inc-,"Cloud Computing, Enterprise Software, Internet of Things, Life Science, Software","Boston, Massachusetts, United States",TetraScience develops hardware and software solutions to monitor and manage research experiments and log the data in the cloud.,8000000,USD,8000000,Series A,"5,510",6,https://www.linkedin.com/company/tetrascience/,http://www.tetrascience.com/,"Alok Tayi, Salvatore Savo, Siping Wang"
WorkRamp,https://www.crunchbase.com/organization/workramp,"Human Resources, Internet, Knowledge Management, Sales, Sales Automation, Software, Training","San Francisco, California, United States",WorkRamp is the leading end-to-end training platform for educating employees and customers at scale.,8000000,USD,8000000,Series A,"5,722",3,https://www.linkedin.com/company/7166427,https://www.workramp.com,"Arsh Mand, Ted Blosser"
Artemis,https://www.crunchbase.com/organization/agrilyst-inc,"Agriculture, AgTech, Artificial Intelligence, Farming, GreenTech, SaaS, Software","Brooklyn, New York, United States",Artemis operates an intelligence platform for indoor farms.,8000000,USD,8000000,Series A,"5,905",4,https://www.linkedin.com/company/agrilyst/,http://artemisag.com/,"Allison Kopf, Jason Camp"
digid - Digital Diagnostics AG,https://www.crunchbase.com/organization/digid-digital-diagnostics-ag,"Biotechnology, Health Care, Health Diagnostics, Medical Device, Nanotechnology, Software","Mainz, Rheinland-Pfalz, Germany",digid is a German Healthtech company. Our mission is to digitalize diagnostics by enabling real-time tracking and analysis of human Biodata.,8000000,USD,8000000,Seed,"6,928",1,https://www.linkedin.com/company/42405608,http://www.digid.com,
dashdash,https://www.crunchbase.com/organization/dashdash,"Internet, Productivity Tools, Software, Web Apps, Web Design, Web Development","Berlin, Berlin, Germany",dashdash is a platform that allows users to create applications using only spreadsheet skills.,8000000,USD,8000000,Series A,"6,958",2,https://www.linkedin.com/company/dash-dash/,http://dashdash.com,"Humberto Ayres Pereira, Rui Maranhao, Torben Schulz"
Cleanshelf,https://www.crunchbase.com/organization/cleanshelf,"Cloud Data Services, Cloud Management, SaaS, Software","San Mateo, California, United States","Cleanshelf is an all-in-one solution to track, optimize, and benchmark your cloud software subscriptions.",8000000,USD,8000000,Series A,"7,144",1,https://www.linkedin.com/company/cleanshelf,https://www.cleanshelf.com,Dusan Omercevic
Voysis,https://www.crunchbase.com/organization/voysis,"Artificial Intelligence, Machine Learning, Natural Language Processing, Software","Dublin, Dublin, Ireland",Voysis develops tech that makes it easier for digital voice assistants to understand a user’s natural language.,8000000,USD,8000000,Series A,"7,565",2,https://www.linkedin.com/company/scream-technologies,http://voysis.com/,"Noel Ruane, Peter Cahill"
YOLO,https://www.crunchbase.com/organization/yolo-7871,"Apps, Software","Paris, Ile-de-France, France",YOLO is an app to send and receive anonymous messages on Snapchat.,8000000,USD,8000000,Series A,"7,958",2,,https://onyolo.com/,
Idelic,https://www.crunchbase.com/organization/idelic,"Enterprise Software, Software, Transportation, Travel","Pittsburgh, Pennsylvania, United States",Idelic is a software enterprise solutions provider for transportation fleets.,8000000,USD,8000000,Series A,"8,120",4,https://www.linkedin.com/company/idelic,http://www.idelic.com/,"Andrew Russell, Hayden Cardiff, Nick Bartel"
Pusher,https://www.crunchbase.com/organization/pusher-ltd,"Cloud Computing, Developer APIs, Enterprise Software, Messaging, Real Time, Software","London, England, United Kingdom",Pusher Ltd. provides a hosted API service for adding real-time bi-directional.,8000000,USD,8000000,Series A,"8,395",4,https://www.linkedin.com/company/pusher-app,https://www.pusher.com/,"Damien Tanner, Max Williams"
Boosted.ai,https://www.crunchbase.com/organization/boosted-ai,"Artificial Intelligence, Finance, Machine Learning, Software, Wealth Management","Toronto, Ontario, Canada",Boosted.ai is an artificial intelligence company that enhances portfolio management outcomes for the global financial industry.,8000000,USD,8000000,Series A,"8,451",2,https://www.linkedin.com/company/boostedai/,https://boosted.ai,"Jonathan Dorando, Joshua Pantony"
Rabbet,https://www.crunchbase.com/organization/contract-simply,"Artificial Intelligence, Commercial Lending, Commercial Real Estate, Construction, FinTech, Software","Austin, Texas, United States",Rabbet is the construction finance platform that parses documents and connects information for frictionless transactions.,8000000,USD,8000000,Series A,"8,930",6,https://www.linkedin.com/company/rabbet/,https://rabbet.com/,"Andrew Latimer, Will Mitchell"
Mavenoid,https://www.crunchbase.com/organization/mavenoid,"Customer Service, Industrial Automation, Software, Technical Support","Stockholm, Stockholms Lan, Sweden",Mavenoid is a troubleshooting software that helps its users to locate malfunctions and provides guidelines on how to fix it.,8000000,USD,8000000,Series A,"9,048",2,https://www.linkedin.com/company/mavenoid/,http://www.mavenoid.com/,"Gintautas Miliauskas, Shahan Lilja"
StorageOS,https://www.crunchbase.com/organization/storageos,"Cloud Computing, Cloud Storage, Data Storage, Database, Enterprise Software, Software","London, England, United Kingdom","StorageOS is a cloud native, software-defined, persistent storage for Kubernetes solution.",8000000,USD,8000000,Series A,"9,719",3,https://www.linkedin.com/company/storageos,http://storageos.com,"Alex Chircop, Chris Brandon, Simon Croome"
Evernym,https://www.crunchbase.com/organization/evernym,"Blockchain, Information Services, Information Technology, Software","Draper, Utah, United States","Evernym is a software company that develops decentralized, self-sovereign identity applications in order to form more trusting interactions",8000000,USD,8000000,Seed,"9,836",2,https://www.linkedin.com/company/evernym-inc-/,http://evernym.com/,"Jason Law, Timothy Ruff"
SecuredTouch,https://www.crunchbase.com/organization/securedtouch,"Biometrics, Cyber Security, FinTech, Fraud Detection, Mobile Payments, Risk Management, Software","Palo Alto, California, United States",Solving real-world authentication problems to support digital transformation into the “mobile era”,8000000,USD,8000000,Series A,"10,067",3,https://www.linkedin.com/company-beta/9187630/,http://www.securedtouch.com/,"Ran Shulkind, Yair Finzi"
RedLock,https://www.crunchbase.com/organization/redlock,"Cloud Data Services, Cyber Security, Enterprise Software, Network Security, Software","Menlo Park, California, United States",RedLock develops internet security software.,8000000,USD,8000000,Series A,"10,233",2,https://www.linkedin.com/company/redlock-io,https://redlock.io/,"Gaurav Kumar, Varun Badhwar"
SkuVault,https://www.crunchbase.com/organization/skuvault,"E-Commerce, Retail, Software","Louisville, Kentucky, United States",SkuVault is a cloud-based inventory and warehouse management system that helps eCommerce retailers unlock the potential of their inventory.,8000000,USD,8000000,Series A,"10,297",1,http://www.linkedin.com/company/2827773,https://www.skuvault.com,"Andy Eastes, Slav Ivanyuk"
Turbo Systems,https://www.crunchbase.com/organization/turbo-systems,"Cloud Computing, Enterprise Software, Field Support, Information Services, Information Technology, Management Information Systems, Mobile Apps, SaaS, Software","Pleasanton, California, United States",Turbo Systems is a no-code drag-n-drop platform created for the business process owners and IT.,8000000,USD,8000000,Series A,"11,382",1,https://www.linkedin.com/company/turbosystems/,https://turbosystems.com/,Hari Subramanian
Kaskada,https://www.crunchbase.com/organization/kaskada,"Analytics, Big Data, Data Visualization, Machine Learning, Software","Seattle, Washington, United States","Kaskada is a computer software company that specializes in the fields of machine learning, event streaming, and data science.",8000000,USD,8000000,Series A,"11,677",2,https://www.linkedin.com/company/kaskadainc/,https://kaskada.com,"Ben Chambers, Davor Bonaci"
Stride Software,https://www.crunchbase.com/organization/stride-software,"Cloud Data Services, CRM, Enterprise Software, Intelligent Systems, SaaS, Software","Mountain View, California, United States",Stride Software translates customer insights into personalized and inspiring interactions.,8000000,USD,8000000,Series A,"12,438",2,https://www.linkedin.com/company/7936413/,https://www.getstride.com,"Elise Bergeron, Scott Bessler, Tim Fletcher"
eporta,https://www.crunchbase.com/organization/eporta,"B2B, Furniture, Interior Design, Procurement, Project Management, Software","London, England, United Kingdom","Powering interior design professionals, eporta has everything they need to deliver seamless design projects and grow their business.",8000000,USD,8000000,Series A,"12,591",3,https://www.linkedin.com/company/eporta-,https://www.eporta.com/,"Aneeqa Khan, Simon Shillaker"
"KyckGlobal, Inc.",https://www.crunchbase.com/organization/kyckglobal,"Financial Services, FinTech, Payments, Software","Atlanta, Georgia, United States",Fintech firm offering an outbound payments solution. Multiple payment types - just one platform.,8000000,USD,8000000,Series A,"13,082",1,https://www.linkedin.com/company/kyckglobalinc/,https://kyckglobal.com,"Ashish Bahl, Jessica Koenig, Jill Peters"
quantilope,https://www.crunchbase.com/organization/quantilope,"Information Technology, Market Research, SaaS, Software","Hamburg, Hamburg, Germany","quantilope is an Agile Insights platform transforming the speed, complexity, and quality that hinders traditional market research.",8000000,USD,8000000,Series A,"13,363",2,https://www.linkedin.com/company/quantilope/,http://www.quantilope.com/,"Lucas Bremer, Mark Heitmann, Peter Aschmoneit, Thomas Fandrich"
Bonfire Interactive,https://www.crunchbase.com/organization/bonfire-interactive,"Enterprise Software, GovTech, Procurement, SaaS, Software","Kitchener, Ontario, Canada",Bonfire is the leading next-generation competitive bidding and RFx platform.,8000000,USD,8000000,Series A,"13,603",4,https://www.linkedin.com/company/bonfire-ltd,http://gobonfire.com/,Corry Flatt
Scaled Inference,https://www.crunchbase.com/organization/scaled-inference,"Artificial Intelligence, Machine Learning, Software","Palo Alto, California, United States",Scaled Inference is a U.S.-based company that operates in stealth mode and offers artificial intelligence as a cloud service.,8000000,USD,8000000,Series A,"13,766",2,https://www.linkedin.com/company/scaled-inference,https://scaledinference.com/,"Dmitry Lepikhin, Olcan Sercinoglu"
Livepeer,https://www.crunchbase.com/organization/livepeer,"Communities, Information Technology, Software, Video, Video Streaming","New York, New York, United States",Livepeer develops and operates a platform for decentralized live video broadcast on the Internet.,8000000,USD,8000000,Series A,"13,773",2,https://www.linkedin.com/company/livepeer/,https://www.livepeer.org/,"Doug Petkanics, Eric Tang"
DriveScale,https://www.crunchbase.com/organization/drivescale,"Big Data, Computer, Data Center, Data Center Automation, Infrastructure, Software","Sunnyvale, California, United States","DriveScale creates composable infrastructure on the fly from pools of heterogeneous compute, storage and network resources for data centers.",8000000,USD,8000000,Series A,"13,865",4,https://www.linkedin.com/company/drivescale-inc-,http://www.drivescale.com,"Duane Northcutt, Satya Nishtala, Tom Lyon"
Ekos,https://www.crunchbase.com/organization/ekos,"Asset Management, Craft Beer, Enterprise Resource Planning (ERP), Enterprise Software, Food and Beverage, SaaS, Software, Supply Chain Management, Wine And Spirits","Charlotte, North Carolina, United States","Ekos is a business management system for craft producers to easily manage their inventory, production, sales, and accounting in one place.",8000000,USD,8000000,Series A,"14,990",3,https://www.linkedin.com/company/goekos,http://goekos.com,Greg Forehand
TradeIT,https://www.crunchbase.com/organization/trading-ticket,"Finance, Financial Services, FinTech, Internet, Retail Technology, Service Industry, Software","New York, New York, United States","Trade safely, easily and quickly from anywhere",8000000,USD,8000000,Seed,"15,151",3,https://www.linkedin.com/company/trading-ticket-inc-/,https://www.trade.it/,"Gaspard de Dreuzy, Nathan Richardson, Serge Kreiker"
Crypto Quantique,https://www.crunchbase.com/organization/crypto-quantique,"Cyber Security, Hardware, Software, Wired Telecommunications","City Of London, England, United Kingdom",Crypto Quantique offers hardware based cyber-security solution for authentication and encryption in a wired local network.,8000000,USD,8000000,Seed,"15,679",2,https://www.linkedin.com/company/crypto-quantique/,https://cryptoquantique.com/,"Kumi Thiruchelvam, Patrick Camilleri, Shahram Mossayebi"
Nerdio,https://www.crunchbase.com/organization/adar-it,"Cloud Computing, Software","Skokie, Illinois, United States",Nerdio is a pioneer in bringing PrivateCloud IT environment to small and midsize organizations.,8000000,USD,8000000,Series A,"15,803",2,https://www.linkedin.com/company/adar-it,http://www.getnerdio.com,"Niall Kegan, Stuart Gabel, Vadim Vladimirskiy"
WhereTo,https://www.crunchbase.com/organization/whereto,"Artificial Intelligence, Leisure, Online Portals, Service Industry, Software, Travel","San Francisco, California, United States",The AI-based smart business travel booking tool.,8000000,USD,8000000,Series A,"17,216",2,https://www.linkedin.com/company/wherefor-business/,http://www.whereto.com,"Naya Resnick, Ryan Wenger"
Cyrus Biotechnology,https://www.crunchbase.com/organization/cyrus-biotechnology,"Biotechnology, Nutrition, Software","Seattle, Washington, United States",Accelerating BioPharma with powerful software tools on the cloud.,8000000,USD,8000000,Series A,"19,292",4,https://www.linkedin.com/company/cyrus-biotechnology,http://cyrusbio.com/,"Javier Castellanos, Lucas Nivon, Yifan Song"
Shippable,https://www.crunchbase.com/organization/shippable,"Developer Tools, PaaS, SaaS, Software","Seattle, Washington, United States",Shippable helps companies ship code faster by giving them a powerful continuous integration platform built natively on Docker.,8000000,USD,8000000,Series A,"20,230",3,http://www.linkedin.com/company/shippable,https://www.shippable.com/,"Avinash Cavale, Manisha Sahasrabudhe"
Zorachka Inc.,https://www.crunchbase.com/organization/zorachka-ltd,"Consumer Electronics, Hardware, Internet of Things, Smart Home, Software, Video Streaming","San Diego, California, United States",Zorachka* is an innovator of disruptive technologies and IP for the video and smart home.,8000000,USD,8000000,Seed,"22,309",4,https://www.linkedin.com/company/zorachka,https://zorachka.com,"Michael Davidenia, Ruslan Vinahradau, Vladimir Perekladov"
Team Labs,https://www.crunchbase.com/organization/team-labs-io,"Collaboration, Developer Tools, Meeting Software, Messaging, Productivity Tools, Project Management, SaaS, Software","San Francisco, California, United States",Team Labs is building the future of work through collaborative experiences for teams.,8000000,USD,8000000,Series A,"23,491",2,https://www.linkedin.com/company/team-labs/,https://www.teamlabs.io,"Harsh Dalal, Terence Lim"
Clearpool Group,https://www.crunchbase.com/organization/clearpool-group,Software,"New York, New York, United States",Clearpool Group is a trading software and execution innovator for an evolving equity market microstructure,8000000,USD,8000000,Series A,"23,898",1,https://www.linkedin.com/company/clearpool-group/,http://clearpoolgroup.com/,"Brian Schaeffer, Joseph Wald, Ray Ross"
Wildmoka,https://www.crunchbase.com/organization/wildmoka,"Real Time, Software, Video","Sophia Antipolis, Provence-Alpes-Cote d'Azur, France",Wildmoka is a provider of cloud solutions for live video edition.,8000000,USD,8000000,Series A,"23,991",2,http://www.linkedin.com/company/wildmoka,http://wildmoka.com,"Cristian Livadiotti, Thomas Menguy"
EmployeeReferrals.com,https://www.crunchbase.com/organization/employeereferrals-com,"Human Resources, Information Technology, Recruiting, Social Media, Social Network, Software","Draper, Utah, United States",Transform your workforce into a recruiting machine,8000000,USD,8000000,Series A,"26,295",2,https://www.linkedin.com/company/employeereferrals-com,https://employeereferrals.com,"Eric Shelley, Kendall Frazier"
AirVM,https://www.crunchbase.com/organization/airvm,"Cloud Computing, Cloud Management, SaaS, Software","Ottawa, Ontario, Canada",Multi-Cloud Management Platform,8000000,USD,8000000,Series A,"28,824",1,https://www.linkedin.com/company/airvm-com,http://www.airvm.com,"Jamie Pitt, Joshua Vautour"
Akoonu,https://www.crunchbase.com/organization/akoonu,"Computer, Marketing, SaaS, Software","San Francisco, California, United States",Akoonu offers B2B marketing organizations the first SaaS platform for developing and deploying elements of strategic marketing.,8000000,USD,8000000,Series A,"30,797",1,https://www.linkedin.com/company/akoonu-inc-,http://www.akoonu.com/,"Darlene Mann, Deepesh Chourey, Jeff Freund"
OpenPath,https://www.crunchbase.com/organization/openpath,"Information Technology, Payments, Software","Irvine, California, United States",OpenPath is a  advanced payments platform which allows merchants to take control of risk and fraud and integrate data,8000000,USD,8000000,Series A,"30,842",1,https://www.linkedin.com/company/openpath/,http://www.openpath.io/,"Jason Martin, Joseph Watkins, Scott Dorey"
Balabit,https://www.crunchbase.com/organization/balabit-it-security,"Cyber Security, Software","Budapest, Budapest, Hungary","Balabit, a One Identity business, is a leading provider of Privileged Access Management and Log Management solutions.",8000000,USD,8000000,Series A,"34,195",1,http://www.linkedin.com/company/balabit-it-security,https://career.balabit.com/,"Balázs Scheidler, Zoltán Györkő"
Workgroups DaVinci,https://www.crunchbase.com/organization/workgroups-davinci,"Digital Media, Finance, Information Technology, Marketing, Project Management, Software","Des Moines, Iowa, United States",Workgroups DaVinci is the end-to-end productivity solution built specifically for today’s marketing and creative teams.,8000000,USD,8000000,Series A,"37,427",2,https://www.linkedin.com/company/metacommunications,https://www.workgroups.com/,Bob Long
Deep Information Sciences,https://www.crunchbase.com/organization/deep-information-sciences-inc,"Analytics, Big Data, Cloud Infrastructure, Internet of Things, Software","Boston, Massachusetts, United States","Deep has built the world’s only adaptive MySQL database designed for complex, data-intensive physical, virtual and cloud environments.",8000000,USD,8000000,Series A,"37,973",2,http://www.linkedin.com/company/deep-information-sciences,http://www.deepis.com,"Jason Jeffords, Thomas Hazel"
Simply NUC,https://www.crunchbase.com/organization/simply-nuc,"Computer, Information Technology, Internet of Things, Software","Round Rock, Texas, United States",Ultra Small Form Factor (USFF) Technology Solutions Provider Specializing in the Intel NUC (Next Unit of Computing) Platform and Solutions.,8000000,USD,8000000,Series A,"39,869",1,https://www.linkedin.com/company/15077363/,http://www.simplynuc.com,Aaron Rowsell
Metabase,https://www.crunchbase.com/organization/metabase,"Internet, Software","San Francisco, California, United States","The fastest, easiest way to share data and analytics inside your company",8000000,USD,8000000,Series A,"48,066",2,https://www.linkedin.com/company/metabase/,http://www.metabase.com,Sameer Al-Sakran
Yotascale,https://www.crunchbase.com/organization/yotascale,"Big Data, Cloud Computing, Cloud Data Services, Cloud Infrastructure, Cloud Management, Software","Menlo Park, California, United States",Yotascale is a leader in Cost Management for AWS,8000000,USD,8000000,Series A,"50,630",2,https://www.linkedin.com/company/yotascale,http://www.yotascale.com/,"Abbas Yousafzai, Asim Razzaq, Imran Moin, Michael Babiak"
Swivel,https://www.crunchbase.com/organization/poquito,"Commercial Real Estate, Online Portals, Software","Austin, Texas, United States",Swivel is a new online service where fast-growing companies can find and design their own plug-and-play workspace.,8000000,USD,8000000,Series A,"51,086",4,https://www.linkedin.com/company/swivel-work/,https://www.swivel.work/,"Scott L. Harmon, Tabrez Syed"
Qwire Inc.,https://www.crunchbase.com/organization/qwire-inc,"Cloud Computing, Information Technology, Music, Software, Video","Tarrytown, New York, United States","Qwire creates collaborative solutions for music clearance, licensing music, and cue sheet reporting, for media companies.",8000000,USD,8000000,Seed,"80,910",2,http://www.linkedin.com/company/qwire-holdings-inc-,http://qwire.com/,"Jon Ehrlich, Leigh Roberts, Scott Freiman"
4thpass Inc,https://www.crunchbase.com/organization/4thpass-inc,"Application Performance Management, Developer Platform, Software","Seattle, Washington, United States",4thpass develops application software for Java-compliant wireless devices.,8000000,USD,8000000,Series A,"351,375",1,,http://4thpass.com,
Ikadega,https://www.crunchbase.com/organization/ikadega,"Content Delivery Network, Delivery, Information Technology, Software, Staffing Agency","Northbrook, Illinois, United States","A provider of unique, high-performance, low-cost rich media content and data storage and delivery solutions.",8000000,USD,8000000,Series A,"449,997",1,,http://www.ikadega.com/,
ScriptLogic,https://www.crunchbase.com/organization/scriptlogic,"Enterprise Software, Small and Medium Businesses, Software","Pompano Beach, Florida, United States",A leading provider of Windows management software products targeted at the small and mid-size business,8000000,USD,8000000,Series A,"486,488",1,,,
SideTalk,https://www.crunchbase.com/organization/sidetalk,"Internet, Internet of Things, Software, Web Hosting","Atlanta, Georgia, United States",SideTalk Corp. is a provider of next generation Web surfing applications.,8000000,USD,8000000,Series A,"513,280",1,,http://www.sidetalk.com/,
Cyanea Systems,https://www.crunchbase.com/organization/cyanea-systems,"Application Performance Management, Developer Platform, Software","Oakland, California, United States",Cyanea Systems provides software that monitors and manages the performance of web-based business applications.,8000000,USD,8000000,Series A,"566,304",1,https://www.linkedin.com/company/cyanea-systems/,,
WorkplaceIQ,https://www.crunchbase.com/organization/workplaceiq,Software,"Waltham, Massachusetts, United States",WorkplaceIQ is a Software company.,8000000,USD,8000000,Series A,"587,828",1,,,
West Ridge Networks,https://www.crunchbase.com/organization/west-ridge-networks,"Internet, Software","Littleton, Massachusetts, United States",West Ridge Networks is focused on the development of networking software solutions.,8000000,USD,8000000,Series A,"782,472",1,,http://www.westridgenetworks.com/,
Baker Technologies,https://www.crunchbase.com/organization/baker-technologies,"Cannabis, CRM, Software","Denver, Colorado, United States",We make smart products to help the best dispensaries keep their customers happy and loyal.,7999979,USD,7999979,Series A,"13,885",3,https://www.linkedin.com/company/baker-technologies,http://www.trybaker.com,"David Champion, Joel Milton, Roger Obando"
Syft,https://www.crunchbase.com/organization/syft-app,"Recruiting, Software, Staffing Agency","London, England, United Kingdom",Syft is the UK’s market leading flexible staffing platform.,6100000,GBP,7993887,Series A,"7,651",2,https://www.linkedin.com/company/syft,https://www.syftapp.com,"Jack Beaman, Novo Abakare"
Pixoneye,https://www.crunchbase.com/organization/pixoneye,"Artificial Intelligence, Machine Learning, Marketing, SaaS, Software","London, England, United Kingdom",Pixoneye is a data analytics SaaS company.,6000000,GBP,7987794,Series A,"14,576",6,https://www.linkedin.com/company/pixoneye/,http://www.pixoneye.com/,"Nadav Tal-Israel, Ofri Ben Porat"
Enboarder,https://www.crunchbase.com/organization/enboarder,"Employee Benefits, Human Resources, Information Technology, Internet, SaaS, Software","Sydney, New South Wales, Australia",Enboarder is a technology company that helps employers create engaging on-boarding experiences for their new employees.,6300000,GBP,7972503,Series A,"8,221",3,https://www.linkedin.com/organization/6629734,http://enboarder.com,Brent Pearson
Voicemod,https://www.crunchbase.com/organization/voicemod-s-l,"Apps, Content Creators, eSports, Gaming, Internet, Mobile, Online Games, Software, Video Streaming","Valencia, Comunidad Valenciana, Spain",Voicemod is the best free voice changer software for Windows.,7100000,EUR,7958963,Series A,992,8,https://www.linkedin.com/company/voicemod,http://voicemod.net,"Fernando Bosch, Jaime Bosch, Juan Bosch"
Gem,https://www.crunchbase.com/organization/gem,"Cryptocurrency, FinTech, Internet, Security, Software","Venice, California, United States",Gem is one of the most trusted cryptocurrency and blockchain brands in the world.,7957493,USD,7957493,Series A,"3,116",6,https://www.linkedin.com/company/gem-hq,http://gem.co,Micah Winkelspecht
Signaturit,https://www.crunchbase.com/organization/signaturit-solutions,"B2B, Document Management, E-Signature, Security, Software","Barcelona, Catalonia, Spain",Signaturit designs a electronic signature software that offers trust services that guarantee the legal security of all digital transactions.,7000000,EUR,7939073,Series A,"51,827",7,https://www.linkedin.com/company/signaturit/,https://www.signaturit.com/,"Javier Martínez Fernandez, Juan Zamora, Salvador Severich"
Basemark,https://www.crunchbase.com/organization/basemark-ltd,"Artificial Intelligence, Automotive, Computer Vision, GPU, Machine Learning, Software","Helsinki, Southern Finland, Finland",Basemark is a software company specializing in graphics and autonomous driving vehicle software.,7000000,EUR,7900195,Series A,449,8,https://www.linkedin.com/company/basemarkltd,https://www.basemark.com,"Arto Ruotsalainen, Tero Sarkkinen"
Conichi,https://www.crunchbase.com/organization/conichi,"Hospitality, Internet, Software","Berlin, Berlin, Germany",Conichi creates a technology solution that speeds up the hotel check-in/out experience.,7900000,USD,7900000,Seed,"28,984",1,https://www.linkedin.com/company/conichi/,http://www.conichi.com,"Frederic Haitz, Maximilian Waldmann"
Skipr,https://www.crunchbase.com/organization/skipr,"Information Technology, Software","Brussels, Brussels Hoofdstedelijk Gewest, Belgium",Skipr is a mobility SaaS solution for professionals.,7000000,EUR,7863622,Series A,"1,882",1,https://www.linkedin.com/company/myskipr,http://www.skipr.co,
Brightflag,https://www.crunchbase.com/organization/legal-shine,"Enterprise Software, Legal, Legal Tech, SaaS, Software","Dublin, Dublin, Ireland",Brightflag is the enterprise legal management (ELM) platform for corporate legal teams.,7000000,EUR,7855459,Series A,"11,046",6,https://www.linkedin.com/company/brightflag/,https://brightflag.com/,"Alex Kelly, Ian Nolan"
LeasePilot,https://www.crunchbase.com/organization/leasepilot,"Leasing, Legal, Legal Tech, Real Estate, Software","Boston, Massachusetts, United States",LeasePilot develops software solutions for commercial real estate lease drafting.,7800000,USD,7800000,Seed,"17,571",2,https://www.linkedin.com/company/leasepilot/,https://www.leasepilot.co/,"Gabriel Safar, Itzik Spitzen, Jonathan Eskow"
Taktio,https://www.crunchbase.com/organization/taktio,"Hardware, Software","Copenhagen, Hovedstaden, Denmark","Taktio develops and supplies man-machine interfaces internationally, offering technology for high resolution and touch screen applications.",7790000,USD,7790000,Series A,"656,045",1,,,
Minit,https://www.crunchbase.com/organization/minit-9e8a,Software,"Bratislava, Bratislava, Slovakia (Slovak Republic)","Minit develops a process intelligence technology that helps Managers, Process Owners, Analysts and Consultants to make data-based decisions.",7000000,EUR,7751972,Series A,"10,437",2,https://www.linkedin.com/company/minitlabs/,https://www.minit.io/,Rasto Hlavac
"Quartz Systems, Inc.",https://www.crunchbase.com/organization/quartz-systems-inc,"Construction, Information Technology, Software","San Francisco, California, United States","Quartz identifies, tracks, and understands everything that moves on a construction site",7750000,USD,7750000,Seed,"43,332",1,https://www.linkedin.com/company/28120242,http://www.quartz.co,"Conor Lenahan, Jeremy Conrad"
Sila,https://www.crunchbase.com/organization/sila,"Financial Services, FinTech, Information Technology, Software","Portland, Oregon, United States","Sila is a banking and payments API for web, mobile, desktop apps.",7700000,USD,7700000,Seed,"5,079",2,https://www.linkedin.com/company/silamoney,https://silamoney.com,"Alexander Lipton, Angela Angelovska-Wilson, Isaac Hines, Shamir Karkal"
Redeam,https://www.crunchbase.com/organization/redeam,"Amusement Park and Arcade, Developer APIs, Internet, Mobile Devices, Museums and Historical Sites, SaaS, Software, Tour Operator, Tourism","Boulder, Colorado, United States",Leading global connectivity stack: digitized channel management and voucher redemption services to tour and activity operators,7700000,USD,7700000,Series A,"19,029",1,https://www.linkedin.com/company/redeam,http://www.redeam.com,"Alex Kremer, Kevin Mclaughlin, Leith Stevens, Nathan Probst"
